trackLength,lap_distance,lap_time,Velocity kmph,throttle,brake,steering,gear,rpm,rpm_perc,world_position_X,world_position_Y
4323,2.04734,0.016,289.83,100%,0%,0,7,11629,89.45%,-450.521,180.097
4323,2.04734,0.016,289.83,100%,0%,0,7,11629,89.45%,-450.521,180.097
4323,2.04734,0.016,289.83,100%,0%,0,7,11629,89.45%,-450.521,180.097
4323,3.05831,0.02875,290.14,100%,0%,0,7,11641.8,89.55%,-448.584,180.667
4323,4.06929,0.0415,290.46,100%,0%,0,7,11654.5,89.65%,-446.648,181.238
4323,5.08026,0.05425,290.77,100%,0%,0,7,11667.2,89.75%,-444.711,181.809
4323,6.09124,0.067,291.09,100%,0%,0,7,11680,89.85%,-442.775,182.38
4323,7.17208,0.0802,291.25,100%,0%,0,7,11686.4,89.90%,-441.738,182.685
4323,8.25291,0.0934,291.41,100%,0%,0,7,11692.8,89.94%,-440.701,182.991
4323,9.33375,0.1066,291.57,100%,0%,0,7,11699.2,89.99%,-439.665,183.296
4323,10.4146,0.1198,291.74,100%,0%,0,7,11705.6,90.04%,-438.628,183.602
4323,11.4954,0.133,291.9,100%,0%,0,7,11712,90.09%,-437.591,183.907
4323,12.5118,0.1455,292.05,100%,0%,0,7,11718,90.14%,-436.616,184.195
4323,13.5282,0.158,292.2,100%,0%,0,7,11724,90.18%,-435.641,184.482
4323,14.5445,0.1705,292.35,100%,0%,0,7,11730,90.23%,-434.666,184.769
4323,15.5609,0.183,292.5,100%,0%,0,7,11736,90.28%,-433.691,185.057
4323,16.5778,0.1955,292.64,100%,0%,0,7,11741.8,90.32%,-432.716,185.344
4323,17.5947,0.208,292.79,100%,0%,0,7,11747.5,90.37%,-431.74,185.632
4323,18.6116,0.2205,292.93,100%,0%,0,7,11753.2,90.41%,-430.765,185.92
4323,19.6285,0.233,293.08,100%,0%,0,7,11759,90.45%,-429.79,186.207
4323,20.5357,0.244167,293.21,100%,0%,0,7,11764,90.49%,-428.919,186.464
4323,21.4429,0.255333,293.33,100%,0%,0,7,11769,90.53%,-428.049,186.721
4323,22.35,0.2665,293.46,100%,0%,0,7,11774,90.57%,-427.179,186.978
4323,23.2572,0.277667,293.59,100%,0%,0,7,11779,90.61%,-426.309,187.234
4323,24.1644,0.288833,293.71,100%,0%,0,7,11784,90.65%,-425.439,187.491
4323,25.0716,0.3,293.84,100%,0%,0,7,11789,90.68%,-424.569,187.748
4323,26.0936,0.3125,293.98,100%,0%,0,7,11794.5,90.73%,-423.589,188.037
4323,27.1155,0.325,294.12,100%,0%,0,7,11800,90.77%,-422.608,188.327
4323,28.1375,0.3375,294.26,100%,0%,0,7,11805.5,90.81%,-421.628,188.616
4323,29.1595,0.35,294.39,100%,0%,0,7,11811,90.85%,-420.648,188.906
4323,30.1827,0.3625,294.39,100%,0%,0,7,11424,87.88%,-419.667,189.196
4323,31.206,0.375,294.39,100%,0%,0,7,11037,84.90%,-418.685,189.486
4323,32.2292,0.3875,294.39,100%,0%,0,8,10650,81.92%,-417.704,189.775
4323,33.2525,0.4,294.39,100%,0%,0,8,10263,78.95%,-416.723,190.065
4323,34.3456,0.4134,294.54,100%,0%,0,8,10268.2,78.99%,-415.674,190.375
4323,35.4387,0.4268,294.68,100%,0%,0,8,10273.4,79.03%,-414.626,190.685
4323,36.5318,0.4402,294.83,100%,0%,0,8,10278.6,79.07%,-413.578,190.995
4323,37.6249,0.4536,294.98,100%,0%,0,8,10283.8,79.11%,-412.529,191.305
4323,38.718,0.467,295.13,100%,0%,0,8,10289,79.15%,-411.481,191.615
4323,39.7446,0.4795,295.26,100%,0%,0,8,10293.8,79.18%,-410.497,191.906
4323,40.7711,0.492,295.4,100%,0%,0,8,10298.5,79.22%,-409.512,192.197
4323,41.7976,0.5045,295.54,100%,0%,0,8,10303.2,79.26%,-408.528,192.488
4323,42.8241,0.517,295.67,100%,0%,0,8,10308,79.29%,-407.543,192.78
4323,43.8535,0.5295,295.81,100%,0%,0,8,10312.8,79.33%,-406.556,193.072
4323,44.8828,0.542,295.94,100%,0%,0,8,10317.5,79.37%,-405.569,193.364
4323,45.9122,0.5545,296.08,100%,0%,0,8,10322.2,79.40%,-404.582,193.656
4323,46.9416,0.567,296.22,100%,0%,0,8,10327,79.44%,-403.595,193.948
4323,47.7661,0.577,296.32,100%,0%,0,8,10330.8,79.47%,-402.804,194.182
4323,48.5906,0.587,296.43,100%,0%,0,8,10334.6,79.50%,-402.014,194.416
4323,49.4151,0.597,296.53,100%,0%,0,8,10338.4,79.53%,-401.223,194.651
4323,50.2397,0.607,296.64,100%,0%,0,8,10342.2,79.56%,-400.432,194.885
4323,51.0642,0.617,296.75,100%,0%,0,8,10346,79.58%,-399.642,195.119
4323,52.1634,0.6304,296.89,100%,0%,0,8,10350.8,79.62%,-398.588,195.431
4323,53.2625,0.6438,297.03,100%,0%,0,8,10355.6,79.66%,-397.534,195.743
4323,54.3617,0.6572,297.17,100%,0%,0,8,10360.4,79.70%,-396.48,196.056
4323,55.4608,0.6706,297.31,100%,0%,0,8,10365.2,79.73%,-395.426,196.368
4323,56.56,0.684,297.45,100%,0%,0,8,10370,79.77%,-394.372,196.68
4323,57.5942,0.6965,297.58,100%,0%,0,8,10374.5,79.80%,-393.38,196.974
4323,58.6285,0.709,297.7,100%,0%,0,8,10379,79.84%,-392.389,197.268
4323,59.6628,0.7215,297.83,100%,0%,0,8,10383.5,79.87%,-391.397,197.562
4323,60.697,0.734,297.96,100%,0%,0,8,10388,79.91%,-390.405,197.856
4323,61.6183,0.745,298.07,100%,0%,0,8,10391.8,79.94%,-389.522,198.118
4323,62.5395,0.756,298.19,100%,0%,0,8,10395.7,79.97%,-388.639,198.38
4323,63.4608,0.767,298.3,100%,0%,0,8,10399.5,80.00%,-387.756,198.642
4323,64.3821,0.778,298.41,100%,0%,0,8,10403.3,80.03%,-386.872,198.904
4323,65.3033,0.789,298.53,100%,0%,0,8,10407.2,80.06%,-385.989,199.166
4323,66.2246,0.8,298.64,100%,0%,0,8,10411,80.08%,-385.106,199.428
4323,67.2627,0.8125,298.76,100%,0%,0,8,10415.5,80.12%,-384.111,199.723
4323,68.3008,0.825,298.89,100%,0%,0,8,10420,80.15%,-383.115,200.019
4323,69.3388,0.8375,299.01,100%,0%,0,8,10424.5,80.19%,-382.12,200.314
4323,70.3769,0.85,299.14,100%,0%,0,8,10429,80.22%,-381.125,200.609
4323,71.4867,0.8634,299.27,100%,0%,0.027451,8,10433.6,80.26%,-380.061,200.925
4323,72.5965,0.8768,299.4,100%,0%,0.054902,8,10438.2,80.29%,-378.997,201.241
4323,73.7064,0.8902,299.53,100%,0%,0.082353,8,10442.8,80.33%,-377.933,201.557
4323,74.8162,0.9036,299.66,100%,0%,0.109804,8,10447.4,80.36%,-376.869,201.873
4323,75.926,0.917,299.79,100%,0%,0.137255,8,10452,80.40%,-375.805,202.189
4323,76.7618,0.927,299.89,100%,0%,0.168627,8,10455.4,80.43%,-375.004,202.427
4323,77.5977,0.937,299.99,100%,0%,0.2,8,10458.8,80.45%,-374.202,202.665
4323,78.4336,0.947,300.09,100%,0%,0.231373,8,10462.2,80.48%,-373.401,202.902
4323,79.2694,0.957,300.18,100%,0%,0.262745,8,10465.6,80.50%,-372.599,203.14
4323,80.1053,0.967,300.28,100%,0%,0.294118,8,10469,80.53%,-371.798,203.378
4323,81.2186,0.9804,300.41,100%,0%,0.250545,8,10473.4,80.56%,-370.73,203.693
4323,82.3319,0.9938,300.53,100%,0%,0.206972,8,10477.8,80.60%,-369.662,204.008
4323,83.4452,1.0072,300.66,100%,0%,0.163399,8,10482.2,80.63%,-368.594,204.323
4323,84.5585,1.0206,300.79,100%,0%,0.119826,8,10486.6,80.67%,-367.527,204.638
4323,85.6718,1.034,300.92,100%,0%,0.0762528,8,10491,80.70%,-366.459,204.953
4323,86.7176,1.0465,301.03,100%,0%,0.0571896,8,10495,80.73%,-365.455,205.247
4323,87.7633,1.059,301.15,100%,0%,0.0381264,8,10499,80.76%,-364.452,205.542
4323,88.8091,1.0715,301.27,100%,0%,0.0190632,8,10503,80.79%,-363.448,205.836
4323,89.8549,1.084,301.39,100%,0%,0,8,10507,80.82%,-362.444,206.13
4323,90.6941,1.094,301.48,100%,0%,0,8,10510.2,80.85%,-361.639,206.365
4323,91.5334,1.104,301.57,100%,0%,0,8,10513.4,80.87%,-360.833,206.6
4323,92.3727,1.114,301.66,100%,0%,0,8,10516.6,80.90%,-360.027,206.835
4323,93.2119,1.124,301.76,100%,0%,0,8,10519.8,80.92%,-359.221,207.07
4323,94.0512,1.134,301.85,100%,0%,0,8,10523,80.95%,-358.416,207.305
4323,95.1723,1.1474,301.97,100%,0%,0,8,10527.2,80.98%,-357.339,207.618
4323,96.2933,1.1608,302.09,100%,0%,0,8,10531.4,81.01%,-356.262,207.931
4323,97.4144,1.1742,302.21,100%,0%,0,8,10535.6,81.04%,-355.186,208.244
4323,98.5355,1.1876,302.33,100%,0%,0,8,10539.8,81.08%,-354.109,208.556
4323,99.6565,1.201,302.46,100%,0%,0,8,10544,81.11%,-353.033,208.869
4323,100.706,1.2135,302.57,100%,0%,0,8,10548,81.14%,-352.024,209.162
4323,101.756,1.226,302.68,100%,0%,0,8,10552,81.17%,-351.016,209.454
4323,102.805,1.2385,302.79,100%,0%,0,8,10556,81.20%,-350.008,209.746
4323,103.855,1.251,302.9,100%,0%,0,8,10560,81.23%,-349,210.038
4323,104.701,1.261,302.99,100%,0%,0,8,10563,81.25%,-348.187,210.274
4323,105.547,1.271,303.08,100%,0%,0,8,10566,81.28%,-347.375,210.509
4323,106.393,1.281,303.17,100%,0%,0,8,10569,81.30%,-346.562,210.745
4323,107.238,1.291,303.25,100%,0%,0,8,10572,81.32%,-345.75,210.98
4323,108.084,1.301,303.34,100%,0%,0,8,10575,81.35%,-344.937,211.216
4323,109.208,1.3142,303.46,100%,0%,0,8,10579,81.38%,-343.858,211.529
4323,110.331,1.3274,303.57,100%,0%,0,8,10583,81.41%,-342.779,211.841
4323,111.454,1.3406,303.69,100%,0%,0,8,10587,81.44%,-341.7,212.154
4323,112.578,1.3538,303.8,100%,0%,0,8,10591,81.47%,-340.621,212.467
4323,113.701,1.367,303.92,100%,0%,0,8,10595,81.50%,-339.542,212.78
4323,114.759,1.37975,304.02,100%,0%,0,8,10598.8,81.53%,-338.526,213.074
4323,115.816,1.3925,304.13,100%,0%,0,8,10602.5,81.56%,-337.511,213.369
4323,116.874,1.40525,304.23,100%,0%,0,8,10606.2,81.59%,-336.495,213.663
4323,117.932,1.418,304.34,100%,0%,0,8,10610,81.62%,-335.479,213.958
4323,118.779,1.428,304.42,100%,0%,0,8,10612.8,81.64%,-334.665,214.194
4323,119.626,1.438,304.51,100%,0%,0,8,10615.6,81.66%,-333.851,214.43
4323,120.474,1.448,304.59,100%,0%,0,8,10618.4,81.68%,-333.037,214.666
4323,121.321,1.458,304.67,100%,0%,0,8,10621.2,81.70%,-332.224,214.902
4323,122.168,1.468,304.76,100%,0%,0,8,10624,81.72%,-331.41,215.138
4323,123.298,1.4812,304.87,100%,0%,0,8,10627.8,81.75%,-330.325,215.453
4323,124.427,1.4944,304.97,100%,0%,0,8,10631.6,81.78%,-329.24,215.767
4323,125.557,1.5076,305.08,100%,0%,0,8,10635.4,81.81%,-328.155,216.082
4323,126.686,1.5208,305.19,100%,0%,0,8,10639.2,81.84%,-327.07,216.397
4323,127.816,1.534,305.3,100%,0%,0,8,10643,81.87%,-325.985,216.712
4323,128.666,1.544,305.38,100%,0%,0,8,10645.8,81.89%,-325.169,216.949
4323,129.515,1.554,305.46,100%,0%,0,8,10648.6,81.91%,-324.354,217.186
4323,130.365,1.564,305.54,100%,0%,0,8,10651.4,81.93%,-323.538,217.423
4323,131.214,1.574,305.62,100%,0%,0,8,10654.2,81.96%,-322.722,217.66
4323,132.064,1.584,305.7,100%,0%,0,8,10657,81.98%,-321.906,217.897
4323,133.131,1.5965,305.8,100%,0%,0,8,10660.5,82.00%,-320.881,218.194
4323,134.197,1.609,305.9,100%,0%,0,8,10664,82.03%,-319.857,218.492
4323,135.264,1.6215,306,100%,0%,0,8,10667.5,82.06%,-318.832,218.789
4323,136.331,1.634,306.1,100%,0%,0,8,10671,82.08%,-317.808,219.087
4323,137.394,1.64675,306.2,100%,0%,0,8,10674.2,82.11%,-316.786,219.384
4323,138.458,1.6595,306.3,100%,0%,0,8,10677.5,82.13%,-315.765,219.681
4323,139.522,1.67225,306.39,100%,0%,0,8,10680.8,82.16%,-314.743,219.978
4323,140.586,1.685,306.49,100%,0%,0,8,10684,82.18%,-313.721,220.275
4323,141.534,1.696,306.57,100%,0%,0,8,10687,82.21%,-312.811,220.539
4323,142.482,1.707,306.66,100%,0%,0,8,10690,82.23%,-311.9,220.804
4323,143.43,1.718,306.74,100%,0%,0,8,10693,82.25%,-310.99,221.069
4323,144.378,1.729,306.83,100%,0%,0,8,10696,82.28%,-310.079,221.334
4323,145.326,1.74,306.91,100%,0%,0,8,10699,82.30%,-309.169,221.599
4323,146.275,1.751,307,100%,0%,0,8,10702,82.32%,-308.258,221.863
4323,147.341,1.7635,307.09,100%,0%,0,8,10705.2,82.35%,-307.234,222.161
4323,148.408,1.776,307.18,100%,0%,0,8,10708.5,82.37%,-306.21,222.459
4323,149.474,1.7885,307.27,100%,0%,0,8,10711.8,82.40%,-305.185,222.757
4323,150.541,1.801,307.37,100%,0%,0,8,10715,82.42%,-304.161,223.055
4323,151.49,1.81217,307.45,100%,0%,0,8,10717.8,82.44%,-303.25,223.321
4323,152.439,1.82333,307.53,100%,0%,0,8,10720.7,82.47%,-302.338,223.586
4323,153.388,1.8345,307.61,100%,0%,0,8,10723.5,82.49%,-301.427,223.851
4323,154.337,1.84567,307.69,100%,0%,0,8,10726.3,82.51%,-300.516,224.117
4323,155.286,1.85683,307.77,100%,0%,0,8,10729.2,82.53%,-299.605,224.382
4323,156.235,1.868,307.85,100%,0%,0,8,10732,82.55%,-298.693,224.647
4323,157.313,1.8805,307.94,100%,0%,0,8,10735,82.58%,-297.658,224.949
4323,158.391,1.893,308.03,100%,0%,0,8,10738,82.60%,-296.623,225.251
4323,159.47,1.9055,308.11,100%,0%,0,8,10741,82.62%,-295.587,225.552
4323,160.548,1.918,308.2,100%,0%,0,8,10744,82.65%,-294.552,225.854
4323,161.497,1.92917,308.28,100%,0%,0,8,10746.7,82.67%,-293.641,226.119
4323,162.445,1.94033,308.36,100%,0%,0,8,10749.3,82.69%,-292.73,226.385
4323,163.394,1.9515,308.43,100%,0%,0,8,10752,82.71%,-291.819,226.651
4323,164.343,1.96267,308.51,100%,0%,0,8,10754.7,82.73%,-290.908,226.916
4323,165.292,1.97383,308.59,100%,0%,0,8,10757.3,82.75%,-289.997,227.182
4323,166.241,1.985,308.66,100%,0%,0,8,10760,82.77%,-289.086,227.447
4323,167.311,1.9975,308.75,100%,0%,0,8,10763,82.79%,-288.058,227.747
4323,168.381,2.01,308.83,100%,0%,0,8,10766,82.82%,-287.031,228.047
4323,169.451,2.0225,308.92,100%,0%,0,8,10769,82.84%,-286.003,228.347
4323,170.522,2.035,309,100%,0%,0,8,10772,82.86%,-284.976,228.646
4323,171.595,2.0475,309.08,100%,0%,0,8,10774.8,82.88%,-283.945,228.947
4323,172.668,2.06,309.16,100%,0%,0,8,10777.5,82.90%,-282.915,229.248
4323,173.741,2.0725,309.25,100%,0%,0,8,10780.2,82.93%,-281.885,229.549
4323,174.814,2.085,309.33,100%,0%,0,8,10783,82.95%,-280.855,229.849
4323,175.771,2.096,309.4,100%,0%,0,8,10785.5,82.97%,-279.936,230.117
4323,176.728,2.107,309.47,100%,0%,0,8,10788,82.98%,-279.017,230.386
4323,177.684,2.118,309.54,100%,0%,0,8,10790.5,83.00%,-278.099,230.654
4323,178.641,2.129,309.62,100%,0%,0,8,10793,83.02%,-277.18,230.922
4323,179.598,2.14,309.69,100%,0%,0,8,10795.5,83.04%,-276.262,231.191
4323,180.555,2.151,309.76,100%,0%,0,8,10798,83.06%,-275.343,231.459
4323,181.631,2.16375,309.84,100%,0%,0,8,10800.8,83.08%,-274.31,231.761
4323,182.708,2.1765,309.91,100%,0%,0,8,10803.5,83.10%,-273.276,232.063
4323,183.785,2.18925,309.99,100%,0%,0,8,10806.2,83.13%,-272.243,232.365
4323,184.861,2.202,310.07,100%,0%,0,8,10809,83.15%,-271.209,232.667
4323,185.724,2.212,310.13,100%,0%,0,8,10811,83.16%,-270.381,232.909
4323,186.587,2.222,310.19,100%,0%,0,8,10813,83.18%,-269.553,233.151
4323,187.45,2.232,310.25,100%,0%,0,8,10815,83.19%,-268.725,233.393
4323,188.312,2.242,310.31,100%,0%,0,8,10817,83.21%,-267.897,233.635
4323,189.175,2.252,310.37,100%,0%,0,8,10819,83.22%,-267.069,233.877
4323,190.254,2.2645,310.45,100%,0%,0,8,10821.8,83.24%,-266.033,234.18
4323,191.333,2.277,310.52,100%,0%,0,8,10824.5,83.27%,-264.998,234.483
4323,192.412,2.2895,310.6,100%,0%,0,8,10827.2,83.29%,-263.962,234.786
4323,193.49,2.302,310.67,100%,0%,0,8,10830,83.31%,-262.927,235.089
4323,194.452,2.313,310.74,100%,0%,0,8,10832.2,83.32%,-262.004,235.359
4323,195.414,2.324,310.8,100%,0%,0,8,10834.3,83.34%,-261.081,235.629
4323,196.376,2.335,310.86,100%,0%,0,8,10836.5,83.36%,-260.157,235.9
4323,197.337,2.346,310.93,100%,0%,0,8,10838.7,83.37%,-259.234,236.17
4323,198.299,2.357,310.99,100%,0%,0,8,10840.8,83.39%,-258.311,236.44
4323,199.261,2.368,311.06,100%,0%,0,8,10843,83.41%,-257.388,236.71
4323,200.342,2.3805,311.13,100%,0%,0,8,10845.5,83.43%,-256.351,237.014
4323,201.423,2.393,311.2,100%,0%,0,8,10848,83.45%,-255.313,237.318
4323,202.504,2.4055,311.27,100%,0%,0,8,10850.5,83.47%,-254.276,237.622
4323,203.585,2.418,311.34,100%,0%,0,8,10853,83.48%,-253.238,237.926
4323,204.665,2.4305,311.41,100%,0%,0,8,10855.2,83.50%,-252.202,238.23
4323,205.744,2.443,311.47,100%,0%,0,8,10857.5,83.52%,-251.166,238.533
4323,206.824,2.4555,311.54,100%,0%,0,8,10859.8,83.54%,-250.13,238.837
4323,207.904,2.468,311.61,100%,0%,0,8,10862,83.55%,-249.093,239.141
4323,208.869,2.47917,311.67,100%,0%,0,8,10864.2,83.57%,-248.167,239.413
4323,209.834,2.49033,311.73,100%,0%,0,8,10866.3,83.59%,-247.241,239.684
4323,210.799,2.5015,311.79,100%,0%,0,8,10868.5,83.60%,-246.315,239.956
4323,211.764,2.51267,311.85,100%,0%,0,8,10870.7,83.62%,-245.389,240.227
4323,212.729,2.52383,311.91,100%,0%,0,8,10872.8,83.64%,-244.463,240.499
4323,213.694,2.535,311.97,100%,0%,0,8,10875,83.65%,-243.537,240.771
4323,214.56,2.545,312.02,100%,0%,0,8,10876.8,83.67%,-242.706,241.015
4323,215.427,2.555,312.08,100%,0%,0,8,10878.6,83.68%,-241.875,241.259
4323,216.293,2.565,312.13,100%,0%,0,8,10880.4,83.70%,-241.043,241.503
4323,217.159,2.575,312.18,100%,0%,0,8,10882.2,83.71%,-240.212,241.747
4323,218.026,2.585,312.23,100%,0%,0,8,10884,83.72%,-239.381,241.991
4323,219.11,2.5975,312.3,100%,0%,0,8,10886.2,83.74%,-238.34,242.297
4323,220.194,2.61,312.36,100%,0%,0,8,10888.5,83.76%,-237.3,242.602
4323,221.278,2.6225,312.42,100%,0%,0,8,10890.8,83.78%,-236.259,242.908
4323,222.363,2.635,312.49,100%,0%,0,8,10893,83.79%,-235.219,243.213
4323,223.451,2.6475,312.55,100%,0%,0,8,10895,83.81%,-234.175,243.52
4323,224.539,2.66,312.61,100%,0%,0,8,10897,83.82%,-233.132,243.827
4323,225.627,2.6725,312.67,100%,0%,0,8,10899,83.84%,-232.088,244.133
4323,226.715,2.685,312.73,100%,0%,0,8,10901,83.85%,-231.044,244.44
4323,227.587,2.695,312.78,100%,0%,0,8,10902.6,83.87%,-230.208,244.686
4323,228.46,2.705,312.83,100%,0%,0,8,10904.2,83.88%,-229.371,244.932
4323,229.332,2.715,312.87,100%,0%,0,8,10905.8,83.89%,-228.535,245.178
4323,230.204,2.725,312.92,100%,0%,0,8,10907.4,83.90%,-227.698,245.424
4323,231.077,2.735,312.97,100%,0%,0,8,10909,83.92%,-226.862,245.67
4323,232.236,2.7484,313.03,100%,0%,0,8,10911.2,83.93%,-225.75,245.996
4323,233.395,2.7618,313.09,100%,0%,0,8,10913.4,83.95%,-224.639,246.323
4323,234.554,2.7752,313.15,100%,0%,0,8,10915.6,83.97%,-223.528,246.65
4323,235.712,2.7886,313.22,100%,0%,0,8,10917.8,83.98%,-222.417,246.977
4323,236.871,2.802,313.28,100%,0%,0,8,10920,84.00%,-221.305,247.304
4323,237.744,2.812,313.32,100%,0%,0,8,10921.6,84.01%,-220.468,247.55
4323,238.617,2.822,313.37,100%,0%,0,8,10923.2,84.02%,-219.632,247.797
4323,239.49,2.832,313.41,100%,0%,0,8,10924.8,84.04%,-218.795,248.043
4323,240.363,2.842,313.46,100%,0%,0,8,10926.4,84.05%,-217.958,248.289
4323,241.235,2.852,313.5,100%,0%,0,8,10928,84.06%,-217.121,248.536
4323,242.202,2.86317,313.55,100%,0%,0,8,10929.8,84.08%,-216.194,248.809
4323,243.168,2.87433,313.6,100%,0%,0,8,10931.7,84.09%,-215.268,249.081
4323,244.135,2.8855,313.64,100%,0%,0,8,10933.5,84.10%,-214.341,249.354
4323,245.101,2.89667,313.69,100%,0%,0,8,10935.3,84.12%,-213.414,249.627
4323,246.068,2.90783,313.74,100%,0%,0,8,10937.2,84.13%,-212.488,249.9
4323,247.034,2.919,313.79,100%,0%,0,8,10939,84.15%,-211.561,250.173
4323,248.125,2.9315,313.84,100%,0%,0,8,10940.8,84.16%,-210.516,250.481
4323,249.215,2.944,313.89,100%,0%,0,8,10942.5,84.17%,-209.47,250.789
4323,250.305,2.9565,313.94,100%,0%,0,8,10944.2,84.19%,-208.425,251.097
4323,251.395,2.969,313.99,100%,0%,0,8,10946,84.20%,-207.38,251.405
4323,252.487,2.9815,314.05,100%,0%,0,8,10947.5,84.21%,-206.334,251.713
4323,253.578,2.994,314.1,100%,0%,0,8,10949,84.22%,-205.288,252.022
4323,254.669,3.0065,314.15,100%,0%,0,8,10950.5,84.23%,-204.242,252.33
4323,255.76,3.019,314.2,100%,0%,0,8,10952,84.25%,-203.196,252.638
4323,256.732,3.03017,314.24,100%,0%,0,8,10953.5,84.26%,-202.264,252.913
4323,257.703,3.04133,314.29,100%,0%,0,8,10955,84.27%,-201.332,253.188
4323,258.675,3.0525,314.33,100%,0%,0,8,10956.5,84.28%,-200.401,253.462
4323,259.647,3.06367,314.37,100%,0%,0,8,10958,84.29%,-199.469,253.737
4323,260.618,3.07483,314.42,100%,0%,0,8,10959.5,84.30%,-198.538,254.012
4323,261.59,3.086,314.46,100%,0%,0,8,10961,84.32%,-197.606,254.286
4323,262.683,3.0985,314.51,100%,0%,0,8,10962.8,84.33%,-196.559,254.595
4323,263.775,3.111,314.56,100%,0%,0,8,10964.5,84.34%,-195.512,254.904
4323,264.868,3.1235,314.6,100%,0%,0,8,10966.2,84.36%,-194.465,255.213
4323,265.961,3.136,314.65,100%,0%,0,8,10968,84.37%,-193.418,255.522
4323,266.934,3.147,314.69,100%,0%,0,8,10969.5,84.38%,-192.486,255.798
4323,267.907,3.158,314.73,100%,0%,0,8,10971,84.39%,-191.554,256.073
4323,268.88,3.169,314.78,100%,0%,0,8,10972.5,84.40%,-190.621,256.348
4323,269.853,3.18,314.82,100%,0%,0,8,10974,84.42%,-189.689,256.624
4323,270.826,3.191,314.86,100%,0%,0,8,10975.5,84.43%,-188.757,256.899
4323,271.798,3.202,314.9,100%,0%,0,8,10977,84.44%,-187.825,257.174
4323,272.675,3.212,314.93,100%,0%,-0.0135076,8,10978.2,84.45%,-186.986,257.422
4323,273.551,3.222,314.97,100%,0%,-0.0270152,8,10979.4,84.46%,-186.146,257.67
4323,274.427,3.232,315.01,100%,0%,-0.0405228,8,10980.6,84.47%,-185.307,257.918
4323,275.303,3.242,315.04,100%,0%,-0.0540304,8,10981.8,84.48%,-184.467,258.166
4323,276.179,3.252,315.08,100%,0%,-0.067538,8,10983,84.48%,-183.628,258.414
4323,277.153,3.26317,315.11,100%,0%,-0.0704429,8,10984.3,84.49%,-182.695,258.69
4323,278.126,3.27433,315.15,100%,0%,-0.0733477,8,10985.7,84.51%,-181.763,258.966
4323,279.099,3.2855,315.19,100%,0%,-0.0762526,8,10987,84.52%,-180.83,259.242
4323,280.073,3.29667,315.23,100%,0%,-0.0791575,8,10988.3,84.53%,-179.898,259.518
4323,281.046,3.30783,315.27,100%,0%,-0.0820623,8,10989.7,84.54%,-178.965,259.794
4323,282.02,3.319,315.3,100%,0%,-0.0849672,8,10991,84.55%,-178.033,260.07
4323,283.117,3.3315,315.35,100%,0%,-0.0637254,8,10992.2,84.56%,-176.982,260.381
4323,284.214,3.344,315.39,100%,0%,-0.0424836,8,10993.5,84.57%,-175.931,260.693
4323,285.311,3.3565,315.43,100%,0%,-0.0212418,8,10994.8,84.58%,-174.88,261.004
4323,286.408,3.369,315.47,100%,0%,0,8,10996,84.58%,-173.83,261.316
4323,287.506,3.3815,315.51,100%,0%,0,8,10997.5,84.60%,-172.777,261.628
4323,288.605,3.394,315.54,100%,0%,0,8,10999,84.61%,-171.725,261.94
4323,289.704,3.4065,315.58,100%,0%,0,8,11000.5,84.62%,-170.673,262.253
4323,290.802,3.419,315.62,100%,0%,0,8,11002,84.63%,-169.621,262.565
4323,291.68,3.429,315.65,100%,0%,0,8,11003,84.64%,-168.781,262.815
4323,292.557,3.439,315.68,100%,0%,0,8,11004,84.65%,-167.941,263.065
4323,293.434,3.449,315.71,100%,0%,0,8,11005,84.65%,-167.101,263.314
4323,294.311,3.459,315.74,100%,0%,0,8,11006,84.66%,-166.261,263.564
4323,295.188,3.469,315.77,100%,0%,0,8,11007,84.67%,-165.421,263.814
4323,296.163,3.48017,315.8,100%,0%,0,8,11008,84.68%,-164.487,264.092
4323,297.139,3.49133,315.83,100%,0%,0,8,11009,84.68%,-163.554,264.369
4323,298.114,3.5025,315.87,100%,0%,0,8,11010,84.69%,-162.62,264.647
4323,299.089,3.51367,315.9,100%,0%,0,8,11011,84.70%,-161.687,264.925
4323,300.064,3.52483,315.93,100%,0%,0,8,11012,84.71%,-160.753,265.203
4323,301.039,3.536,315.96,100%,0%,0,8,11013,84.72%,-159.82,265.481
4323,302.14,3.5485,316,100%,0%,0,8,11014.2,84.73%,-158.767,265.795
4323,303.241,3.561,316.03,100%,0%,0,8,11015.5,84.73%,-157.715,266.109
4323,304.341,3.5735,316.07,100%,0%,0,8,11016.8,84.74%,-156.662,266.422
4323,305.442,3.586,316.1,100%,0%,0,8,11018,84.75%,-155.609,266.736
4323,306.539,3.5985,316.13,100%,0%,-0.0212418,8,11019.2,84.76%,-154.56,267.049
4323,307.637,3.611,316.17,100%,0%,-0.0424836,8,11020.5,84.77%,-153.51,267.363
4323,308.734,3.6235,316.2,100%,0%,-0.0637254,8,11021.8,84.78%,-152.461,267.676
4323,309.831,3.636,316.24,100%,0%,-0.0849672,8,11023,84.79%,-151.411,267.989
4323,310.81,3.64717,316.27,100%,0%,-0.070806,8,11024,84.80%,-150.476,268.269
4323,311.788,3.65833,316.3,100%,0%,-0.0566448,8,11025,84.81%,-149.54,268.549
4323,312.767,3.6695,316.32,100%,0%,-0.0424836,8,11026,84.82%,-148.604,268.829
4323,313.745,3.68067,316.35,100%,0%,-0.0283224,8,11027,84.82%,-147.669,269.109
